Case_Status,Class_Of_Admission,Decision_Date,Employer_Name,Employer_State,Job_Title,US_Economic_Sector,Wage_Offer,Wage_Offer_Unit
Certified-Expired,H-1B,10/24/2011,MB-TECHNOLOGY NA LLC,MI,Mechanical Engineers,Aerospace,77792,Annually
Certified,H-1B,12/8/2011,"ZILLION TECHNOLOGIES, INC",VA,General and Operations Managers,IT,77979,Annually
Withdrawn,H-1B,12/28/2011,"WOLSELEY NORTH AMERICAN SERVICES, INC.",VA,Computer Systems Analysts,Other Economic Sector,78000,Annually
Certified-Expired,H-1B,10/12/2011,GANTEC CORPORATION,IL,"Computer Software Engineers, Applications",Other Economic Sector,78000,Annually
Denied,H-1B,10/25/2011,GLOBAL INFOTECH INC,IL,"Computer Software Engineers, Applications",IT,78000,Annually
Denied,H-1B,10/25/2011,GLOBAL INFOTECH INC,IL,"Computer Software Engineers, Applications",IT,78000,Annually
Denied,H-1B,10/25/2011,GLOBAL INFOTECH INC,IL,"Computer Software Engineers, Applications",IT,78000,Annually
Certified,H-1B,12/12/2011,VISIONSOFT INTERNATIONAL INC,GA,"Computer Software Engineers, Applications",IT,78000,Annually
Certified,H-1B,11/14/2011,ERICSSON INC.,TX,Network and Computer Systems Administrators,Advanced Mfg,78221,Annually
Certified-Expired,H-1B,10/21/2011,"LUCEO, INC.",IL,Computer Systems Analysts,IT,78520,Annually
Denied,H-1B,12/15/2011,FILTRATION GROUP LLC,IL,Computer Systems Analysts,Advanced Mfg,78520,Annually
Denied,H-1B,12/9/2011,YASMEENA CORPORATION DBA PALACE OF ASIA,NJ,Food Service Managers,Hospitality,78853,Annually
Certified-Expired,H-1B,10/21/2011,DIRECT ENERGY,TX,Market Research Analysts,Energy,79000,Annually
Certified-Expired,H-1B,10/20/2011,RESEARCH IN MOTION CORPORATION (US),CA,"Computer Software Engineers, Applications",IT,79000,Annually
Denied,H-1B,10/20/2011,RESEARCH IN MOTION CORPORATION (US),IL,Electrical Engineers,IT,79040,Annually
Certified,H-1B,12/2/2011,FIRST MANAGED CARE OPTION,NJ,Economists,Other Economic Sector,79040,Annually
Denied,H-1B,10/13/2011,RELIABLE SOFTWARE RESOURCES INC,MI,"Computer Software Engineers, Applications",IT,79206,Annually
Certified-Expired,H-1B,10/4/2011,RELIABLE SOFTWARE RESOURCES INC,MI,"Computer Software Engineers, Applications",IT,79206,Annually
Denied,H-1B,10/20/2011,IL S KIM DDS INC.,CA,Medical and Health Services Managers,Health Care,79248,Annually
Certified-Expired,H-1B,10/13/2011,BOSTON SCIENTIFIC,MN,"Computer Software Engineers, Applications",Advanced Mfg,79300,Annually
Denied,H-1B,10/24/2011,INFOSYS TECHNOLOGIES LIMITED,CA,Computer Systems Analysts,IT,79310,Annually
Certified,H-1B,12/6/2011,VISIONET SYSTEMS INC,PA,Computer and Information Systems Managers,IT,79331,Annually
Certified-Expired,H-1B,10/26/2011,GROUP HEALTH COOPERATIVE,WA,"Computer Software Engineers, Applications",Health Care,79344,Annually
Certified-Expired,H-1B,10/28/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,79400,Annually
Certified,H-1B,12/8/2011,"QUALCOMM, INC.",CA,"Computer Software Engineers, Systems Software",Advanced Mfg,79498,Annually
Certified,H-1B,12/7/2011,"QUALCOMM, INC.",CA,"Computer Software Engineers, Systems Software",Advanced Mfg,79498,Annually
Certified,H-1B,12/9/2011,"QUALCOMM, INC.",CA,"Computer Software Engineers, Systems Software",Advanced Mfg,79498,Annually
Certified,H-1B,12/20/2011,"QUALCOMM, INC.",CA,"Computer Software Engineers, Systems Software",Advanced Mfg,79498,Annually
Certified,H-1B,12/9/2011,"QUALCOMM, INC.",CA,"Computer Software Engineers, Systems Software",Advanced Mfg,79498,Annually
Certified,F-1,12/22/2011,"QUALCOMM, INC.",CA,"Computer Software Engineers, Systems Software",Advanced Mfg,79498,Annually
Certified,H-1B,12/7/2011,"QUALCOMM, INC.",CA,"Computer Software Engineers, Systems Software",Advanced Mfg,79498,Annually
Certified,H-1B,12/27/2011,IT PEOPLE CORP,NC,"Computer Software Engineers, Applications",IT,79539,Annually
Certified,H-1B,12/12/2011,"RSM ELECTRON POWER, INC.",NY,Industrial Engineers,Advanced Mfg,79664,Annually
Certified-Expired,H-1B,10/25/2011,ANTHONY INFORMATION TECHNOLOGY INC,PA,Operations Research Analysts,IT,79726,Annually
Certified,H-1B,12/9/2011,"INTEC BILLING, INC",GA,Network Systems and Data Communications Analysts,IT,80000,Annually
Certified,H-1B,11/30/2011,GLOBECOMM SYSTEMS INC.,NY,Computer Hardware Engineers,Advanced Mfg,80000,Annually
Certified-Expired,H-1B,10/7/2011,VCARVE INC.,FL,Computer Systems Analysts,IT,80000,Annually
Certified-Expired,H-1B,10/21/2011,"IBASE OF FAIRFIELD COUNTY, LLC",CT,Computer and Information Systems Managers,IT,80000,Annually
Denied,H-1B,11/29/2011,"ACCELERATED INNOVATORS, INC.",NY,Computer Security Specialists,IT,80000,Annually
Certified-Expired,H-1B,10/28/2011,"ALLSTON TRADING, LLC",IL,"Computer Software Engineers, Applications",Finance,80000,Annually
Certified,H-1B,12/13/2011,PRODIGY SOFTWARE GROUP INC,PA,Network and Computer Systems Administrators,IT,80000,Annually
Certified-Expired,H-1B,10/5/2011,TATA COMMUNICATIONS (AMERICA) INC.,VA,Network and Computer Systems Administrators,IT,80000,Annually
Certified-Expired,H-1B,10/25/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,80000,Annually
Certified-Expired,H-1B,10/20/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,80000,Annually
Certified-Expired,H-1B,10/13/2011,LIVONIA DIAGNOSTICS SERVICES INC,MI,Network and Computer Systems Administrators,Health Care,80000,Annually
Certified-Expired,H-1B,10/27/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,80000,Annually
Certified-Expired,H-1B,10/26/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,80000,Annually
Certified-Expired,H-1B,10/21/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,80000,Annually
Denied,H-1B,10/26/2011,RESEARCH IN MOTION CORPORATION (US),IL,Electrical Engineers,IT,80000,Annually
Certified,H-1B,12/14/2011,ENTERPRISE BUSINESS SOLUTIONS INC,VA,Computer Systems Analysts,IT,80000,Annually
Certified,H-1B,11/14/2011,"OAKLEY, INC.",CA,"Computer Software Engineers, Applications",Advanced Mfg,80002,Annually
Certified-Expired,F-1,10/21/2011,CORE JEWELRY INC.,NY,Operations Research Analysts,Other Economic Sector,80059,Annually
Withdrawn,H-1B,11/22/2011,"HSBC BANK USA, N.A.",CA,Financial Analysts,Finance,80101,Annually
Certified-Expired,H-1B,10/13/2011,"HSBC BANK USA, N.A.",IL,Credit Analysts,Finance,80115,Annually
Certified,H-1B,12/7/2011,"QUALCOMM, INC.",CA,"Computer Software Engineers, Systems Software",Advanced Mfg,80336,Annually
Denied,H-1B,11/18/2011,"QUALCOMM INNOVATION CENTER, INC.",CA,"Computer Software Engineers, Systems Software",Advanced Mfg,80336,Annually
Certified,F-1,12/16/2011,"KOINFO IT & WEB SOLUTIONS, INC",TX,Computer Programmers,IT,80420,Annually
Certified-Expired,H-1B,10/11/2011,OVE ARUP & PARTNERS CONSULTING ENGINEERS PC,NY,Civil Engineers,Construction,80455,Annually
Certified,Others,11/18/2011,DCB TREE AND LANDSCAPES INC.,NY,Landscaping and Groundskeeping Workers,Other Economic Sector,80504.4,Annually
Certified-Expired,H-1B,10/18/2011,PRICELINE.COM,CT,"Computer Software Engineers, Applications",Retail,80538,Annually
Certified,H-1B,12/19/2011,"MICRO SYSTEMS ENGINEERING, INC.",OR,Industrial Engineers,Advanced Mfg,80538,Annually
Withdrawn,H-1B,11/4/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,80800,Annually
Certified,H-1B,11/10/2011,HORIZON SCIENCE ACADEMY DAYTON,OH,"Education Administrators, Elementary and Secondary School",Educational Services,80813,Annually
Certified-Expired,Others,10/25/2011,GIARDINO RESTAURANT INC,NY,Chefs and Head Cooks,Hospitality,80933,Annually
Certified-Expired,H-1B,10/17/2011,CATERPILLAR INC.,SC,Mechanical Engineers,Advanced Mfg,80964,Annually
Certified-Expired,H-1B,10/28/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,81047,Annually
Denied,H-1B,11/29/2011,BUSINESS MANAGEMENT INTERNATIONAL INC,NY,"Computer Software Engineers, Systems Software",IT,81078,Annually
Certified-Expired,H-1B,10/21/2011,EMINENT TECHNOLOGY SOLUTIONS,NY,Computer Systems Analysts,IT,81099,Annually
Withdrawn,H-1B,11/28/2011,"SELECT REHABILITATION, INC.",PA,Occupational Therapists,Health Care,81120,Annually
Certified-Expired,Others,10/25/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,81200,Annually
Certified-Expired,H-1B,11/2/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,81200,Annually
Certified-Expired,H-1B,10/20/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,81200,Annually
Certified-Expired,H-1B,10/28/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,81200,Annually
Certified-Expired,H-1B,10/21/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,81200,Annually
Withdrawn,H-1B,11/3/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,81200,Annually
Denied,Others,12/5/2011,SUNG SOOK AN,NY,"Cooks, Private Household",Other Economic Sector,81468,Annually
Denied,H-1B,12/16/2011,"LHP SOFTWARE, LLC",IN,Computer and Information Systems Managers,IT,81500,Annually
Certified,H-1B,12/15/2011,"CPA2BIZ, INC",CA,Computer Systems Analysts,Other Economic Sector,81600,Annually
Certified-Expired,H-1B,10/25/2011,FTR INTERNATIONAL INC.,CA,Cost Estimators,Aerospace,81744,Annually
Denied,H-1B,10/25/2011,CSC COVANSYS CORPORATION,MI,Computer Systems Analysts,IT,81765,Annually
Certified-Expired,H-1B,10/21/2011,CSC COVANSYS CORPORATION,MI,Computer Systems Analysts,IT,81765,Annually
Certified-Expired,H-1B,10/24/2011,TEXAS INSTRUMENTS INCORPORATED,TX,"Computer Software Engineers, Applications",Advanced Mfg,81828,Annually
Certified,H-1B,11/29/2011,"CIGNITI, INC.",TX,"Computer Software Engineers, Applications",IT,82000,Annually
Certified-Expired,H-1B,10/27/2011,SEMTECH CORPORATION,CA,"Electronics Engineers, Except Computer",Other Economic Sector,82144,Annually
Denied,B-1,10/25/2011,ZENAIDA M. CARPIO,CA,Personal and Home Care Aides,Other Economic Sector,82344,Annually
Denied,H-1B,10/25/2011,VIEWSOFT INC.,VA,"Computer Software Engineers, Applications",IT,82514,Annually
Certified-Expired,H-1B,10/26/2011,"IDEXCEL, INC",VA,"Computer Software Engineers, Applications",IT,82514,Annually
Certified-Expired,H-1B,10/11/2011,"PROSOFT ASSOCIATES, INC",DC,"Computer Software Engineers, Applications",IT,82514,Annually
Certified-Expired,H-1B,10/6/2011,WASHINGTON SUBURBAN SANITARY COMMISSION,MD,Geographers,Other Economic Sector,82514,Annually
Denied,H-1B,10/24/2011,SANTA CLARA COUNTY OFFICE OF EDUCATION,CA,"Special Education Teachers, Secondary School",Educational Services,82678.55,Annually
Certified-Expired,H-1B,10/28/2011,AMAZON CORPORATE LLC,WA,"Computer Software Engineers, Applications",Retail,82701,Annually
Denied,H-1B,10/28/2011,"NESS USA, INC.",PA,"Computer Software Engineers, Systems Software",IT,82722,Annually
Certified,H-1B,12/28/2011,"NESS USA, INC.",PA,"Computer Software Engineers, Systems Software",IT,82722,Annually
Certified,H-1B,12/27/2011,THE GYMBOREE CORPORATION,CA,Network and Computer Systems Administrators,Retail,82800,Annually
Certified-Expired,Others,10/31/2011,"ADESA, INC.",IN,"Computer Software Engineers, Applications",Other Economic Sector,82800,Annually
Withdrawn,Others,10/14/2011,"MURPHY OIL USA, INC",LA,Chemical Engineers,Energy,83000,Annually
Withdrawn,Others,10/14/2011,"MURPHY OIL USA, INC",LA,Chemical Engineers,Energy,83000,Annually
Denied,H-1B,12/21/2011,"V.L.S SYSTEMS, INC.",VA,"Computer Software Engineers, Applications",IT,83000,Annually
Certified-Expired,H-1B,10/12/2011,AMERISOFT CORPORATION,MI,"Computer Software Engineers, Systems Software",IT,83013,Annually
Certified-Expired,H-1B,10/28/2011,"VED SOFTWARE SERVICES, INC.",MI,"Computer Software Engineers, Systems Software",IT,83013,Annually
Certified-Expired,H-1B,10/20/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Applications",IT,83027,Annually
Certified-Expired,H-1B,10/31/2011,ECOLAB INC.,MN,Computer Security Specialists,Advanced Mfg,83366,Annually
Certified-Expired,H-1B,10/14/2011,"EFFICIENT FRONTIER, INC",CA,"Computer Software Engineers, Applications",Other Economic Sector,83414,Annually
Denied,F-1,10/24/2011,"GENTLE DENTAL TABOR ROAD, LLC",PA,"Dentists, General",Health Care,83470,Annually
Certified-Expired,H-1B,10/31/2011,"AUTOMATIC DATA PROCESSING, INC.",MA,"Computer Software Engineers, Applications",IT,83474.56,Annually
Certified-Expired,B-1,10/24/2011,ALAN M FREUND DDS PA,MD,Chemists,Health Care,83500,Annually
Certified-Expired,H-1B,10/24/2011,"CELCITE MANAGEMENT SOLUTIONS, LLC",VA,Electrical Engineers,Aerospace,83600,Annually
Denied,H-1B,12/30/2011,PERMASTEELISA NORTH AMERICA CORP,CT,Engineering Managers,Advanced Mfg,83616,Annually
Denied,H-1B,10/24/2011,"INFOTECH CONSULTING, INC.",PA,"Computer Software Engineers, Applications",IT,83824,Annually
Certified,H-1B,12/15/2011,"QUALCOMM, INC.",CA,"Electronics Engineers, Except Computer",Advanced Mfg,83907,Annually
Certified,H-1B,12/12/2011,"QUALCOMM, INC.",CA,"Electronics Engineers, Except Computer",Advanced Mfg,83907,Annually
Certified,H-1B,11/18/2011,"BDO SEIDMAN, LLP",TX,Auditors,Finance,84000,Annually
Certified,H-1B,12/14/2011,IHS GLOBAL INSIGHT INC.,MA,"Sales Representatives, Services, All Other",Other Economic Sector,84000,Annually
Certified-Expired,Others,10/20/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,84000,Annually
Certified-Expired,H-1B,10/21/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,84000,Annually
Certified-Expired,H-1B,11/1/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,84068,Annually
Certified,H-1B,11/7/2011,"JDA SOFTWARE, INC.",AZ,"Computer Software Engineers, Applications",IT,84074,Annually
Certified-Expired,H-1B,10/21/2011,GEOMATRIX SOFTWARE SERVICES INC.,NJ,Database Administrators,IT,84115,Annually
Denied,H-1B,10/26/2011,TEKPROS INC,TX,"Computer Software Engineers, Applications",IT,84198,Annually
Denied,H-1B,10/26/2011,TEKPROS INC,TX,"Computer Software Engineers, Applications",IT,84198,Annually
Certified-Expired,H-1B,10/24/2011,"HORIZON SCIENCE ACADEMY OF LORAIN, INC.",OH,"Education Administrators, Elementary and Secondary School",Educational Services,84413,Annually
Certified-Expired,H-1B,10/21/2011,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE SCHOOL,OH,"Education Administrators, Elementary and Secondary School",Educational Services,84413,Annually
Certified-Expired,H-1B,10/26/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Applications",IT,84456,Annually
Denied,H-1B,11/4/2011,DGN TECHNOLOGIES INC.,CA,Computer and Information Systems Managers,IT,84552,Annually
Certified-Expired,H-1B,10/25/2011,CHECKFREE CORPORATION NOW PART OF FISERV,NY,"Computer Software Engineers, Systems Software",IT,84600,Annually
Certified,H-1B,12/14/2011,"JOHNSON CONTROLS, INC",WI,Computer Systems Analysts,Advanced Mfg,84718,Annually
Certified-Expired,H-1B,10/24/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,84800,Annually
Certified-Expired,Others,10/24/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,84840,Annually
Certified-Expired,H-1B,10/26/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,84864,Annually
Certified-Expired,H-1B,10/24/2011,ST CONSULTING INTERNATIONAL INC,NY,"Computer Software Engineers, Applications",IT,84885,Annually
Denied,H-1B,10/21/2011,IBM CORPORATION,NY,"Computer Software Engineers, Applications",IT,84885,Annually
Certified-Expired,H-1B,10/3/2011,"CYBECYS, INC",NY,"Computer Software Engineers, Applications",IT,84885,Annually
Certified-Expired,L-1,10/12/2011,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,NJ,Computer Systems Analysts,IT,84885,Annually
Certified-Expired,H-1B,10/12/2011,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,NJ,Computer Systems Analysts,IT,84885,Annually
Certified-Expired,H-1B,10/17/2011,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,NJ,Computer Systems Analysts,IT,84885,Annually
Certified-Expired,L-1,10/25/2011,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,NJ,Computer Systems Analysts,IT,84885,Annually
Certified-Expired,H-1B,10/28/2011,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,NJ,Computer Systems Analysts,IT,84885,Annually
Certified-Expired,H-1B,10/21/2011,RESEARCH IN MOTION CORPORATION (US),WA,"Computer Software Engineers, Systems Software",IT,84950,Annually
Certified-Expired,L-1,10/20/2011,HEWLETT-PACKARD COMPANY,CA,Financial Analysts,IT,84989,Annually
Certified-Expired,H-1B,11/2/2011,WAYNE STATE UNIVERSITY,MI,"Computer and Information Scientists, Research",Educational Services,85000,Annually
Certified,H-1B,12/13/2011,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",NJ,"Computer Software Engineers, Applications",Finance,85000,Annually
Certified,H-1B,11/18/2011,CORNING INCORPORATED,NY,"Computer Software Engineers, Systems Software",Advanced Mfg,85000,Annually
Certified-Expired,H-1B,10/3/2011,RENSSELAER POLYTECHNIC INSTITUTE,NY,"Computer Science Teachers, Postsecondary",Educational Services,85000,Annually
Withdrawn,H-1B,10/24/2011,RESEARCH IN MOTION CORPORATION (US),CA,"Computer Software Engineers, Applications",IT,85000,Annually
Certified,H-1B,12/14/2011,GENERAL PLASMA INC,AZ,Electrical Engineers,Advanced Mfg,85000,Annually
Denied,F-1,10/27/2011,"AMICUS SYSTEMS, INC",NY,"Computer Software Engineers, Applications",IT,85000,Annually
Certified-Expired,H-1B,10/4/2011,SENSATA TECHNOLOGIES INC,MA,Mechanical Engineers,Advanced Mfg,85114,Annually
Certified-Expired,H-1B,10/21/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,85284,Annually
Certified-Expired,H-1B,10/5/2011,"CONTINENTAL AIRLINES, INC.",TX,Sales Managers,Other Economic Sector,85342,Annually
Denied,H-1B,12/9/2011,SYSTEM SOFT TECHNOLOGIES LLC,FL,Computer Systems Analysts,IT,85342,Annually
Certified,H-1B,12/12/2011,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",NC,"Computer Software Engineers, Systems Software",IT,85488,Annually
Certified-Expired,Others,10/20/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,85600,Annually
Certified-Expired,H-1B,10/20/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,85680,Annually
Certified-Expired,H-1B,10/21/2011,DELL USA LP,TX,Management Analysts,Advanced Mfg,85700,Annually
Certified-Expired,H-1B,10/25/2011,NSTAR ELECTRIC & GAS CORPORATION,MA,Electrical Engineers,Energy,85925,Annually
Certified,Others,12/22/2011,KYOCHARO USA LLC,NY,Technical Writers,Other Economic Sector,85925,Annually
Certified,H-1B,12/27/2011,"INSTITUTE OF INTERNATIONAL EDUCATION, INC.",NY,Accountants and Auditors,Other Economic Sector,86000,Annually
Certified,H-1B,12/20/2011,U.S. TECH SOLUTIONS INC,NJ,Network and Computer Systems Administrators,IT,86050,Annually
Certified-Expired,H-1B,10/6/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Applications",IT,86072,Annually
Denied,Others,12/28/2011,HOUSEHOLD OF DR. VENA UY,NJ,Home Health Aides,Other Economic Sector,86110.8,Annually
Certified-Expired,Others,10/20/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,86160,Annually
Denied,Others,10/25/2011,DENTIS USA,CA,Sales Managers,Other Economic Sector,86445,Annually
Certified-Expired,H-1B,10/21/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,86549,Annually
Certified,H-1B,12/13/2011,WISSEN INFOTECH INC,WI,"Computer Software Engineers, Applications",IT,86549,Annually
Certified,H-1B,12/23/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,86549,Annually
Certified,H-1B,12/14/2011,"BDO SEIDMAN, LLP",GA,Auditors,Finance,86674,Annually
Withdrawn,Others,10/25/2011,J O'DRISCOLL ELECTRICAL,CA,First-Line Supervisors/Managers of Construction Trades and Extraction Workers,Construction,86700,Annually
Certified,H-1B,11/21/2011,"HARTFORD FAMILY MEDICINE CENTER, LLC",CT,Physician Assistants,Health Care,86798,Annually
Denied,Others,10/21/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,86800,Annually
Certified-Expired,H-1B,10/6/2011,SCHNEIDER ENTERPRISE RESOURCES,WI,Industrial Engineers,Transportation,87000,Annually
Certified-Expired,H-1B,10/5/2011,"XAVIENT INFORMATION SYSTEMS, INC",CA,Computer Systems Analysts,IT,87000,Annually
Certified-Expired,H-1B,10/4/2011,UNIVERSITY OF FLORIDA,FL,"Computer Science Teachers, Postsecondary",Educational Services,87000,Annually
Certified,H-1B,12/12/2011,MICROSOFT CORPORATION,MA,Computer Systems Analysts,IT,87131,Annually
Certified,H-1B,12/9/2011,THE DOW CHEMICAL COMPANY,MI,"Computer Software Engineers, Applications",Advanced Mfg,87288,Annually
Withdrawn,H-1B,10/27/2011,MONUMENTAL LIFE INSURANCE COMPANY,MI,Sales Managers,Finance,87318,Annually
Certified,H-1B,12/5/2011,VERIZON BUSINESS NETWORK SERVICES INC.,VA,Computer Systems Analysts,IT,87403,Annually
Certified,H-1B,12/9/2011,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",PA,"Computer Software Engineers, Applications",IT,87422,Annually
Denied,Others,12/21/2011,"CUSTON CABINET BY FRANK, INC",NJ,Cabinetmakers and Bench Carpenters,Advanced Mfg,87424.8,Annually
Certified,Others,12/5/2011,OHM NAMAH INC,TX,Private Sector Executives,Hospitality,87526,Annually
Certified-Expired,B-1,10/27/2011,JOHN LISTER,DC,Maids and Housekeeping Cleaners,Other Economic Sector,87600,Annually
Certified,Others,12/14/2011,LISA WALKER,CA,Maids and Housekeeping Cleaners,Other Economic Sector,87600,Annually
Certified,L-1,11/9/2011,"HALLIBURTON ENERGY SERVICES, INC.",TX,Training and Development Specialists,Aerospace,87841,Annually
Withdrawn,H-1B,11/4/2011,"MINDLANCE, INC",NJ,"Computer Software Engineers, Systems Software",IT,88000,Annually
Certified-Expired,H-1B,11/1/2011,MICROSOFT CORPORATION,CA,"Computer Software Engineers, Applications",IT,88000,Annually
Certified-Expired,H-1B,10/28/2011,SUD-CHEMIE INC.,CA,Chemists,Advanced Mfg,88000,Annually
Certified-Expired,H-1B,10/3/2011,BANK OF AMERICA,FL,Operations Research Analysts,Finance,88000,Annually
Certified-Expired,H-1B,10/12/2011,MCNEESE STATE UNIVERSITY,LA,"Business Teachers, Postsecondary",Educational Services,88000,Annually
Certified-Expired,H-1B,10/20/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,88012,Annually
Certified,H-1B,12/2/2011,FORD MOTOR COMPANY,MI,"Electronics Engineers, Except Computer",Automotive,88150,Annually
Certified-Expired,H-1B,10/21/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,88317,Annually
Certified-Expired,H-1B,10/20/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,88317,Annually
Certified,H-1B,11/30/2011,ISTA NORTH AMERICA,GA,Web Administrators,Other Economic Sector,88421,Annually
Denied,Others,12/22/2011,"MV 1414 FOOD, LLC DBA/PIZZA VILLAGIO CAFE",NY,"Cooks, Fast Food",Hospitality,88563.6,Annually
Certified,H-1B,12/13/2011,"NIKE, INC.",OR,"Computer Software Engineers, Applications",Advanced Mfg,88580,Annually
Certified-Expired,H-1B,11/2/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,88650,Annually
Certified-Expired,L-1,10/24/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,88700,Annually
Certified-Expired,H-1B,10/31/2011,"QUALCOMM, INC.",CO,"Computer Software Engineers, Systems Software",Advanced Mfg,88733,Annually
Certified-Expired,H-1B,10/20/2011,WELLSPRING CULTURAL EDUCATIONAL FOUNDATION,CT,"Education Administrators, Elementary and Secondary School",Educational Services,88777,Annually
Certified,H-1B,12/28/2011,DGN TECHNOLOGIES INC.,CA,Computer and Information Systems Managers,IT,88858,Annually
Certified,H-1B,12/28/2011,DGN TECHNOLOGIES INC.,CA,Computer and Information Systems Managers,IT,88858,Annually
Certified,H-1B,12/28/2011,DGN TECHNOLOGIES INC.,CA,Computer and Information Systems Managers,IT,88858,Annually
Certified,L-1,12/2/2011,"MCI COMMUNICATIONS SERVICES, INC.",NC,Network and Computer Systems Administrators,IT,88921,Annually
Certified-Expired,H-1B,10/18/2011,"E - INFOTEK SOLUTIONS, INC.",CA,Computer Programmers,IT,89024,Annually
Certified-Expired,H-1B,10/25/2011,"DVR SOFTEK INC.,",NJ,"Computer Software Engineers, Applications",IT,89024,Annually
Denied,H-1B,10/24/2011,EVANTAGE TECHNOLOGIES,NJ,"Computer Software Engineers, Applications",IT,89024,Annually
Certified,H-1B,12/23/2011,VAKTECH CORPORATION LLC,NJ,"Computer Software Engineers, Applications",IT,89024,Annually
Certified,H-1B,11/4/2011,CHEVRON CORPORATION,TX,Chemical Engineers,Energy,89149,Annually
Certified-Expired,H-1B,10/25/2011,MCKESSON CORPORATION,AZ,Computer Systems Analysts,Other Economic Sector,89190.4,Annually
Certified-Expired,Others,10/6/2011,"WORLD JOINT CORP. D/B/A IACE TRAVEL, INC.",CA,"Computer Software Engineers, Applications",Hospitality,89336,Annually
Denied,H-1B,10/28/2011,H & J PHARMACEUTICAL INC,NY,Pharmacists,Retail,89440,Annually
Certified-Expired,F-1,10/21/2011,"ECOM SOLUTIONS INC.,",NJ,"Computer Software Engineers, Systems Software",IT,89500,Annually
Certified,L-1,12/14/2011,TAVANT TECHNOLOGIES INC,CA,Computer Systems Analysts,IT,89525,Annually
Certified,H-1B,12/8/2011,METAPROUSA LLC,KS,"Computer Software Engineers, Applications",IT,89544,Annually
Certified,H-1B,12/21/2011,DIGESTIVE DISEASES SPECIALISTS P.C,MI,Management Analysts,Health Care,89606,Annually
Certified-Expired,H-1B,10/13/2011,DIRECT DRIVE SYSTEMS INC,CA,Electrical Engineers,Advanced Mfg,89710,Annually
Denied,Others,10/4/2011,CSC COVANSYS CORPORATION,MI,"Computer Software Engineers, Applications",IT,89794,Annually
Certified,L-1,11/3/2011,WESTINGHOUSE ELECTRIC COMPANY,PA,Nuclear Engineers,Aerospace,90000,Annually
Certified,H-1B,11/25/2011,COACH INC.,NY,Lawyers,Retail,90000,Annually
Certified,H-1B,12/12/2011,"AKAL ANIMAL CLINIC, INC DBA AKAL ANIMAL HOSPITAL",CA,Veterinarians,Other Economic Sector,90000,Annually
